threshold_C,precision,recall,f1
49.0,0.6848381601362862,0.8212461695607763,0.7468648397584766
49.01,0.6854219948849105,0.8212461695607763,0.7472118959107809
49.04,0.6851535836177475,0.8202247191011236,0.7466294746629475
49.05,0.6848847139197267,0.8192032686414709,0.7460465116279069
49.06,0.6855184233076264,0.8171603677221655,0.7455731593662628
49.07,0.6861063464837049,0.8171603677221655,0.745920745920746
49.08,0.6858369098712447,0.8161389172625128,0.7453358208955224
49.1,0.6861564918314703,0.81511746680286,0.7450980392156862
49.11,0.6867469879518072,0.81511746680286,0.7454460532461467
49.14,0.6885245901639344,0.81511746680286,0.7464920486435921
49.15,0.6888504753673294,0.8140960163432074,0.7462546816479401
49.17,0.6883116883116883,0.8120531154239019,0.7450796626054357
49.18,0.6880415944540728,0.8110316649642493,0.7444913267698078
49.2,0.6886383347788378,0.8110316649642493,0.7448405253283303
49.21,0.6883680555555556,0.8100102145045965,0.7442515251055841
49.22,0.6889661164205039,0.8100102145045965,0.7446009389671361
49.23,0.6901653611836379,0.8100102145045965,0.7453007518796992
49.25,0.6910994764397905,0.8089887640449438,0.7454117647058823
49.26,0.6908296943231441,0.8079673135852911,0.7448210922787194
49.27,0.6914335664335665,0.8079673135852911,0.7451719265190769
49.3,0.6911636045494314,0.8069458631256384,0.7445805843543828
49.31,0.691768826619965,0.8069458631256384,0.744931636020745
49.32,0.6929824561403509,0.8069458631256384,0.7456347333647948
49.33,0.6935908691834943,0.8069458631256384,0.7459867799811143
49.34,0.6948109058927001,0.8069458631256384,0.7466918714555766
49.35,0.6951541850220264,0.8059244126659857,0.7464522232734153
49.37,0.6948853615520282,0.804902962206333,0.7458589682915286
49.38,0.6954986760812003,0.804902962206333,0.7462121212121212
49.39,0.6952296819787986,0.8038815117466803,0.7456181904310755
49.4,0.695575221238938,0.8028600612870276,0.7453769559032717
49.41,0.6965394853593612,0.8018386108273748,0.7454890788224121
49.44,0.6962699822380106,0.8008171603677222,0.7448931116389549
49.45,0.6966192170818505,0.7997957099080695,0.7446504992867331
49.46,0.6963490650044524,0.7987742594484167,0.7440532825880115
49.48,0.696969696969697,0.7987742594484167,0.7444074250356973
49.49,0.6975914362176628,0.7987742594484167,0.7447619047619048
49.52,0.6988382484361036,0.7987742594484167,0.7454718779790276
49.53,0.6986547085201794,0.7957099080694586,0.7440305635148042
49.54,0.699281867145422,0.7957099080694586,0.7443860487338749
49.55,0.6999101527403414,0.7957099080694586,0.7447418738049714
49.56,0.7011701170117012,0.7957099080694586,0.7454545454545455
49.59,0.7018018018018019,0.7957099080694586,0.7458113930110101
49.6,0.7024346257889991,0.7957099080694586,0.7461685823754789
49.61,0.7030685920577617,0.7957099080694586,0.7465261140392908
49.62,0.7034358047016275,0.7946884576098059,0.7462829736211032
49.64,0.7040723981900453,0.7946884576098059,0.7466410748560461
49.65,0.7053490480507706,0.7946884576098059,0.7473583093179635
49.66,0.7057220708446866,0.7936670071501533,0.7471153846153846
49.67,0.7063636363636364,0.7936670071501533,0.7474747474747476
49.68,0.7067395264116576,0.7926455566905005,0.7472315840154068
49.7,0.7062043795620438,0.7906026557711952,0.7460240963855421
49.71,0.706581352833638,0.7895812053115424,0.7457790641582249
49.73,0.707227813357731,0.7895812053115424,0.7461389961389961
49.74,0.7086397058823529,0.7875383043922369,0.7460087082728593
49.75,0.7078341013824885,0.7844739530132788,0.7441860465116278
49.76,0.7075645756457565,0.7834525025536262,0.7435773145904023
49.78,0.7082179132040628,0.7834525025536262,0.7439379243452958
49.79,0.7079482439926063,0.7824310520939735,0.7433284813197477
49.8,0.7088372093023256,0.7783452502553626,0.7419668938656282
49.81,0.7085661080074488,0.7773237997957099,0.7413541159279103
49.83,0.7080223880597015,0.7752808988764045,0.7401267674305217
49.85,0.7086834733893558,0.7752808988764045,0.7404878048780488
49.86,0.708411214953271,0.7742594484167518,0.7398731088335774
49.87,0.7090739008419084,0.7742594484167518,0.7402343749999999
49.88,0.7088014981273408,0.7732379979570991,0.73961895456766
49.89,0.7101313320825516,0.7732379979570991,0.7403422982885085
49.9,0.7107981220657277,0.7732379979570991,0.7407045009784735
49.91,0.7102539981185324,0.7711950970377937,0.7394711067580803
49.92,0.7109227871939736,0.7711950970377937,0.7398334149926505
49.93,0.7115928369462771,0.7711950970377937,0.7401960784313726
49.95,0.7122641509433962,0.7711950970377937,0.7405590975968612
49.96,0.7119924457034938,0.7701736465781409,0.7399411187438666
49.97,0.7114474929044465,0.7681307456588355,0.7387033398821218
49.98,0.7127962085308057,0.7681307456588355,0.7394296951819076
49.99,0.7125237191650854,0.7671092951991828,0.7388096409247418
50.0,0.7132003798670465,0.7671092951991828,0.7391732283464568
50.02,0.7136060894386299,0.7660878447395302,0.7389162561576356
50.03,0.7134670487106017,0.763023493360572,0.7374136229022704
50.04,0.7131931166347992,0.7620020429009193,0.7367901234567901
50.05,0.7129186602870813,0.7609805924412666,0.7361660079051383
50.06,0.7136015325670498,0.7609805924412666,0.7365299060800791
50.07,0.7140115163147792,0.7599591419816139,0.7362691736763979
50.08,0.7144230769230769,0.7589376915219612,0.7360079247152056
50.09,0.7157996146435452,0.7589376915219612,0.7367377293009421
50.11,0.7152509652509652,0.7568947906026557,0.7354838709677419
50.13,0.714975845410628,0.7558733401430031,0.7348560079443893
50.15,0.7156673114119922,0.7558733401430031,0.7352210630899156
50.16,0.7160852713178295,0.7548518896833504,0.7349577324714074
50.17,0.7167798254122212,0.7548518896833504,0.7353233830845771
50.18,0.7185978578383642,0.7538304392236976,0.7357926221335992
50.2,0.72,0.7538304392236976,0.7365269461077845
50.21,0.720703125,0.7538304392236976,0.7368946580129805
50.22,0.7214076246334311,0.7538304392236976,0.7372627372627373
50.23,0.7215686274509804,0.7517875383043923,0.7363681840920461
50.24,0.7214566929133859,0.7487231869254342,0.7348370927318296
50.25,0.7209072978303748,0.7466802860061287,0.733567486201706
50.26,0.7206317867719645,0.745658835546476,0.7329317269076305
50.27,0.7213438735177866,0.745658835546476,0.7332998493219488
50.28,0.7207920792079208,0.7436159346271706,0.7320261437908496
50.3,0.7209533267130089,0.7415730337078652,0.7311178247734139
50.34,0.7211155378486056,0.7395301327885597,0.7302067574382248
50.35,0.7208374875373879,0.7385086823289071,0.7295660948536832
50.37,0.7202797202797203,0.7364657814096016,0.7282828282828283
50.39,0.7197197197197197,0.7344228804902962,0.7269969666329626
50.4,0.720160481444333,0.7334014300306435,0.7267206477732794
50.44,0.7198795180722891,0.7323799795709908,0.7260759493670886
50.49,0.7210473313192346,0.7313585291113381,0.7261663286004056
50.5,0.7204843592330978,0.7293156281920327,0.7248730964467004
50.53,0.7202020202020202,0.72829417773238,0.7242254951752158
50.56,0.7193515704154002,0.7252298263534218,0.7222787385554426
50.58,0.7197969543147208,0.7242083758937692,0.7219959266802444
50.6,0.7192268565615463,0.7221654749744637,0.7206931702344546
50.62,0.7196738022426096,0.7211440245148111,0.720408163265306
50.64,0.7204081632653061,0.7211440245148111,0.7207759060745278
50.66,0.721881390593047,0.7211440245148111,0.7215125191619826
50.67,0.7226202661207779,0.7211440245148111,0.721881390593047
50.68,0.7233606557377049,0.7211440245148111,0.7222506393861893
50.69,0.7248459958932238,0.7211440245148111,0.7229902713773682
50.71,0.7255909558067831,0.7211440245148111,0.7233606557377049
50.72,0.7260556127703398,0.7201225740551583,0.7230769230769231
50.73,0.7257731958762886,0.7191011235955056,0.7224217547460235
50.75,0.7265221878224974,0.7191011235955056,0.7227926078028748
50.76,0.7262396694214877,0.7180796731358529,0.7221366204417052
50.78,0.7259565667011375,0.7170582226762002,0.7214799588900308
50.79,0.7264248704663212,0.7160367722165475,0.7211934156378601
50.81,0.7266112266112266,0.7139938712972421,0.7202472952086554
50.82,0.7270833333333333,0.7129724208375894,0.7199587416193913
50.83,0.7275574112734864,0.7119509703779366,0.7196695921528137
50.84,0.7280334728033473,0.710929519918284,0.7193798449612404
50.85,0.7295597484276729,0.710929519918284,0.7201241593378168
50.86,0.7308096740273397,0.7099080694586313,0.7202072538860104
50.87,0.7323498419388831,0.7099080694586313,0.720954356846473
50.88,0.7320675105485233,0.7088866189989785,0.7202906071613908
50.89,0.7317845828933475,0.7078651685393258,0.719626168224299
50.92,0.7315010570824524,0.7068437180796732,0.7189610389610391
50.94,0.7312169312169312,0.7058222676200204,0.7182952182952183
50.98,0.7314225053078556,0.7037793667007151,0.7173347214992191
50.99,0.7321997874601488,0.7037793667007151,0.7177083333333334
51.0,0.7319148936170212,0.7027579162410623,0.717040125065138
51.02,0.7326943556975506,0.7027579162410623,0.7174139728884255
51.03,0.732620320855615,0.6996935648621042,0.7157784743991641
