threshold_C,precision,recall,f1,accuracy,tp,fp,fn,tn
54.47,0.8260869565217391,0.54341164453524,0.6555760936537276,0.6423544465770953,532,112,447,472
54.48,0.8252730109204368,0.5403472931562819,0.6530864197530865,0.6404350607805502,529,112,450,472
54.5,0.8265625,0.5403472931562819,0.6534898085237801,0.6410748560460653,529,111,450,473
54.52,0.8262910798122066,0.5393258426966292,0.6526576019777504,0.6404350607805502,528,111,451,473
54.54,0.8260188087774295,0.5383043922369765,0.6518243661100804,0.6397952655150352,527,111,452,473
54.55,0.8254716981132075,0.5362614913176711,0.6501547987616099,0.6385156749840051,525,111,454,473
54.56,0.8251968503937008,0.5352400408580184,0.6493184634448576,0.6378758797184901,524,111,455,473
54.58,0.8249211356466877,0.5342185903983657,0.648481091134532,0.6372360844529751,523,111,456,473
54.6,0.8259493670886076,0.533197139938713,0.6480446927374302,0.6372360844529751,522,110,457,474
54.62,0.8272583201267829,0.533197139938713,0.6484472049689441,0.6378758797184901,522,109,457,475
54.63,0.8269841269841269,0.5321756894790602,0.6476072094468613,0.6372360844529751,521,109,458,475
54.69,0.8282988871224165,0.5321756894790602,0.6480099502487562,0.6378758797184901,521,108,458,476
54.71,0.8280254777070064,0.5311542390194075,0.6471686372121966,0.6372360844529751,520,108,459,476
54.72,0.8306709265175719,0.5311542390194075,0.6479750778816199,0.6385156749840051,520,106,459,478
54.74,0.8333333333333334,0.5311542390194075,0.6487835308796008,0.6397952655150352,520,104,459,480
54.75,0.8330658105939005,0.5301327885597549,0.6479400749063672,0.6391554702495201,519,104,460,480
54.77,0.8327974276527331,0.5291113381001021,0.6470955652717052,0.6385156749840051,518,104,461,480
54.78,0.8354838709677419,0.5291113381001021,0.6479049405878675,0.6397952655150352,518,102,461,482
54.81,0.8365695792880259,0.5280898876404494,0.6474639949906074,0.6397952655150352,517,101,462,483
54.87,0.8376623376623377,0.5270684371807968,0.6470219435736678,0.6397952655150352,516,100,463,484
54.88,0.8387622149837134,0.526046986721144,0.6465787821720026,0.6397952655150352,515,99,464,485
54.92,0.8384991843393148,0.5250255362614913,0.6457286432160804,0.6391554702495201,514,99,465,485
54.96,0.8382352941176471,0.5240040858018387,0.64487743557511,0.6385156749840051,513,99,466,485
54.97,0.8379705400981997,0.5229826353421859,0.6440251572327045,0.6378758797184901,512,99,467,485
55.02,0.8377049180327869,0.5219611848825332,0.6431718061674009,0.6372360844529751,511,99,468,485
55.06,0.8390804597701149,0.5219611848825332,0.6435768261964736,0.6378758797184901,511,98,468,486
55.08,0.8385502471169687,0.5199182839632278,0.6418663303909206,0.63659628918746,509,98,470,486
55.09,0.8382838283828383,0.5188968335035751,0.6410094637223975,0.635956493921945,508,98,471,486
55.13,0.8394039735099338,0.5178753830439223,0.640555906506633,0.635956493921945,507,97,472,487
55.14,0.8388704318936877,0.515832482124617,0.6388361796331435,0.6346769033909149,505,97,474,487
55.22,0.8394648829431438,0.5127681307456589,0.6366518706404566,0.6333973128598849,502,96,477,488
55.24,0.8408710217755444,0.5127681307456589,0.6370558375634519,0.6340371081253998,502,95,477,489
55.25,0.8406040268456376,0.5117466802860061,0.6361904761904761,0.6333973128598849,501,95,478,489
55.29,0.8403361344537815,0.5107252298263534,0.6353240152477763,0.6327575175943698,500,95,479,489
55.31,0.8397976391231029,0.508682328907048,0.633587786259542,0.6314779270633397,498,95,481,489
55.32,0.8392554991539763,0.5066394279877426,0.6318471337579619,0.6301983365323096,496,95,483,489
55.33,0.8406779661016949,0.5066394279877426,0.6322498406628426,0.6308381317978247,496,94,483,490
55.36,0.8404074702886248,0.5056179775280899,0.6313775510204082,0.6301983365323096,495,94,484,490
55.38,0.8418367346938775,0.5056179775280899,0.6317804722399488,0.6308381317978247,495,93,484,491
55.39,0.841296928327645,0.5035750766087844,0.630031948881789,0.6295585412667947,493,93,486,491
55.44,0.841025641025641,0.5025536261491318,0.6291560102301791,0.6289187460012796,492,93,487,491
55.45,0.8407534246575342,0.501532175689479,0.6282789507357645,0.6282789507357646,491,93,488,491
55.46,0.8421955403087479,0.501532175689479,0.6286811779769527,0.6289187460012796,491,92,488,492
55.51,0.8436426116838488,0.501532175689479,0.6290839205637412,0.6295585412667947,491,91,488,493
55.52,0.8450946643717728,0.501532175689479,0.6294871794871795,0.6301983365323096,491,90,488,494
55.54,0.8448275862068966,0.5005107252298263,0.6286080821039126,0.6295585412667947,490,90,489,494
55.55,0.846286701208981,0.5005107252298263,0.6290115532734274,0.6301983365323096,490,89,489,495
55.58,0.8477508650519031,0.5005107252298263,0.6294155427103404,0.6308381317978247,490,88,489,496
55.6,0.8492201039861352,0.5005107252298263,0.6298200514138818,0.6314779270633397,490,87,489,497
55.63,0.8504347826086956,0.49948927477017363,0.6293436293436293,0.6314779270633397,489,86,490,498
55.65,0.8501742160278746,0.49846782431052095,0.6284610431423051,0.6308381317978247,488,86,491,498
55.67,0.849912739965096,0.4974463738508682,0.6275773195876289,0.6301983365323096,487,86,492,498
55.69,0.8513986013986014,0.4974463738508682,0.6279819471308833,0.6308381317978247,487,85,492,499
55.7,0.851138353765324,0.4964249233912155,0.6270967741935484,0.6301983365323096,486,85,493,499
55.79,0.8526315789473684,0.4964249233912155,0.6275016139444803,0.6308381317978247,486,84,493,500
55.83,0.8523725834797891,0.49540347293156284,0.6266149870801033,0.6301983365323096,485,84,494,500
55.88,0.852112676056338,0.4943820224719101,0.6257272139625081,0.6295585412667947,484,84,495,500
55.9,0.8536155202821869,0.4943820224719101,0.6261319534282017,0.6301983365323096,484,83,495,501
55.92,0.8533568904593639,0.4933605720122574,0.625242718446602,0.6295585412667947,483,83,496,501
55.93,0.8530973451327434,0.4923391215526047,0.6243523316062176,0.6289187460012796,482,83,497,501
55.94,0.8576512455516014,0.4923391215526047,0.6255678131083712,0.6308381317978247,482,80,497,504
55.98,0.857397504456328,0.491317671092952,0.6246753246753247,0.6301983365323096,481,80,498,504
56.03,0.8589285714285714,0.491317671092952,0.6250812215724496,0.6308381317978247,481,79,498,505
56.06,0.8604651162790697,0.491317671092952,0.6254876462938881,0.6314779270633397,481,78,498,506
56.07,0.8620071684587813,0.491317671092952,0.6258945998698764,0.6321177223288548,481,77,498,507
56.08,0.8617594254937163,0.4902962206332993,0.625,0.6314779270633397,480,77,499,507
56.15,0.8615107913669064,0.48927477017364657,0.6241042345276873,0.6308381317978247,479,77,500,507
56.16,0.8628158844765343,0.4882533197139939,0.6236138290932811,0.6308381317978247,478,76,501,508
56.17,0.8641304347826086,0.48723186925434114,0.6231221423905944,0.6308381317978247,477,75,502,509
56.21,0.8656987295825771,0.48723186925434114,0.6235294117647059,0.6314779270633397,477,74,502,510
56.27,0.8654545454545455,0.48621041879468846,0.6226291693917593,0.6308381317978247,476,74,503,510
56.29,0.8670309653916212,0.48621041879468846,0.6230366492146597,0.6314779270633397,476,73,503,511
56.3,0.8667883211678832,0.4851889683350358,0.6221349050425672,0.6308381317978247,475,73,504,511
56.33,0.8665447897623401,0.48416751787538304,0.6212319790301443,0.6301983365323096,474,73,505,511
56.34,0.8663003663003663,0.48314606741573035,0.620327868852459,0.6295585412667947,473,73,506,511
56.36,0.8658088235294118,0.4811031664964249,0.618516086671044,0.6282789507357646,471,73,508,511
56.37,0.8655616942909761,0.48008171603677224,0.6176084099868594,0.6276391554702495,470,73,509,511
56.38,0.8653136531365314,0.4790602655771195,0.6166995397764629,0.6269993602047345,469,73,510,511
56.4,0.866913123844732,0.4790602655771195,0.6171052631578947,0.6276391554702495,469,72,510,512
56.43,0.8666666666666667,0.4780388151174668,0.6161948650427913,0.6269993602047345,468,72,511,512
56.44,0.8698884758364313,0.4780388151174668,0.6170072511535926,0.6282789507357646,468,70,511,514
56.45,0.8715083798882681,0.4780388151174668,0.6174142480211081,0.6289187460012796,468,69,511,515
56.47,0.8726591760299626,0.4759959141981614,0.6159947124917382,0.6282789507357646,466,68,513,516
56.5,0.8740601503759399,0.47497446373850866,0.6154864328259431,0.6282789507357646,465,67,514,517
56.51,0.8738229755178908,0.473953013278856,0.6145695364238412,0.6276391554702495,464,67,515,517
56.52,0.8735849056603774,0.4729315628192033,0.6136514247846255,0.6269993602047345,463,67,516,517
56.53,0.8733459357277883,0.47191011235955055,0.6127320954907162,0.6263595649392194,462,67,517,517
56.57,0.8747628083491461,0.47088866189989786,0.6122177954847278,0.6263595649392194,461,66,518,518
56.6,0.8745247148288974,0.4698672114402451,0.6112956810631228,0.6257197696737045,460,66,519,518
56.62,0.8761904761904762,0.4698672114402451,0.6117021276595744,0.6263595649392194,460,65,519,519
56.66,0.8778625954198473,0.4698672114402451,0.612109115103127,0.6269993602047345,460,64,519,520
56.67,0.8795411089866156,0.4698672114402451,0.6125166444740345,0.6276391554702495,460,63,519,521
56.68,0.8812260536398467,0.4698672114402451,0.6129247168554298,0.6282789507357646,460,62,519,522
56.72,0.8809980806142035,0.46884576098059244,0.612,0.6276391554702495,459,62,520,522
56.73,0.8826923076923077,0.46884576098059244,0.6124082721814542,0.6282789507357646,459,61,520,523
56.76,0.882466281310212,0.46782431052093976,0.6114819759679572,0.6276391554702495,458,61,521,523
56.8,0.8856589147286822,0.466802860061287,0.611371237458194,0.6282789507357646,457,59,522,525
56.81,0.8871595330739299,0.46578140960163433,0.6108506363027462,0.6282789507357646,456,58,523,526
56.89,0.8869395711500975,0.4647599591419816,0.6099195710455764,0.6276391554702495,455,58,524,526
56.9,0.888671875,0.4647599591419816,0.6103286384976526,0.6282789507357646,455,57,524,527
56.93,0.8884540117416829,0.4637385086823289,0.6093959731543623,0.6276391554702495,454,57,525,527
56.94,0.8899803536345776,0.4627170582226762,0.6088709677419355,0.6276391554702495,453,56,526,528
56.97,0.8917322834645669,0.4627170582226762,0.6092804303967719,0.6282789507357646,453,55,526,529
57.06,0.8915187376725838,0.4616956077630235,0.6083445491251682,0.6276391554702495,452,55,527,529
57.08,0.8950495049504951,0.4616956077630235,0.6091644204851752,0.6289187460012796,452,53,527,531
57.13,0.8968253968253969,0.4616956077630235,0.6095751854349292,0.6295585412667947,452,52,527,532
57.16,0.8986083499005965,0.4616956077630235,0.6099865047233468,0.6301983365323096,452,51,527,533
57.17,0.900398406374502,0.4616956077630235,0.6103983794733288,0.6308381317978247,452,50,527,534
57.19,0.9001996007984032,0.4606741573033708,0.6094594594594595,0.6301983365323096,451,50,528,534
57.25,0.9,0.45965270684371806,0.6085192697768763,0.6295585412667947,450,50,529,534
57.26,0.8997995991983968,0.4586312563840654,0.6075778078484438,0.6289187460012796,449,50,530,534
57.32,0.8993963782696177,0.45658835546475995,0.6056910569105691,0.6276391554702495,447,50,532,534
57.36,0.898989898989899,0.45454545454545453,0.6037991858887382,0.6263595649392194,445,50,534,534
57.5,0.8987854251012146,0.45352400408580185,0.6028513238289205,0.6257197696737045,444,50,535,534
57.51,0.8985801217038539,0.4525025536261491,0.6019021739130436,0.6250799744081894,443,50,536,534
57.53,0.8981670061099797,0.45045965270684374,0.6,0.6238003838771593,441,50,538,534
57.59,0.8979591836734694,0.449438202247191,0.5990469707283868,0.6231605886116443,440,50,539,534
57.62,0.8997955010224948,0.449438202247191,0.5994550408719346,0.6238003838771593,440,49,539,535
57.63,0.9016393442622951,0.449438202247191,0.5998636673483299,0.6244401791426744,440,48,539,536
57.65,0.9014373716632443,0.4484167517875383,0.5989085948158254,0.6238003838771593,439,48,540,536
57.68,0.9012345679012346,0.4473953013278856,0.5979522184300341,0.6231605886116443,438,48,541,536
57.71,0.9010309278350516,0.4463738508682329,0.5969945355191256,0.6225207933461292,437,48,542,536
57.74,0.9028925619834711,0.4463738508682329,0.5974025974025975,0.6231605886116443,437,47,542,537
57.75,0.9026915113871635,0.4453524004085802,0.5964432284541724,0.6225207933461292,436,47,543,537
57.77,0.9024896265560166,0.44433094994892747,0.595482546201232,0.6218809980806143,435,47,544,537
57.79,0.9022869022869023,0.4433094994892748,0.5945205479452055,0.6212412028150992,434,47,545,537
57.83,0.9039665970772442,0.44228804902962204,0.5939643347050755,0.6212412028150992,433,46,546,538
57.88,0.9037656903765691,0.44126659856996936,0.5929993136582018,0.6206014075495841,432,46,547,538
57.91,0.9035639412997903,0.4402451481103167,0.592032967032967,0.6199616122840691,431,46,548,538
57.96,0.9033613445378151,0.43922369765066394,0.5910652920962199,0.619321817018554,430,46,549,538
57.97,0.902542372881356,0.4351378958120531,0.5871812543073742,0.6167626359564939,426,46,553,538
57.98,0.9023354564755839,0.4341164453524004,0.5862068965517241,0.6161228406909789,425,46,554,538
57.99,0.902127659574468,0.4330949948927477,0.5852311939268461,0.6154830454254638,424,46,555,538
58.0,0.9040511727078892,0.4330949948927477,0.5856353591160222,0.6161228406909789,424,45,555,539
58.05,0.9038461538461539,0.432073544433095,0.5846579129232896,0.6154830454254638,423,45,556,539
58.06,0.9036402569593148,0.4310520939734423,0.5836791147994468,0.6148432501599488,422,45,557,539
58.19,0.9034334763948498,0.43003064351378956,0.5826989619377162,0.6142034548944337,421,45,558,539
58.2,0.9032258064516129,0.4290091930541369,0.5817174515235457,0.6135636596289188,420,45,559,539
58.25,0.9028077753779697,0.42696629213483145,0.579750346740638,0.6122840690978887,418,45,561,539
58.26,0.9025974025974026,0.42594484167517876,0.578764746703678,0.6116442738323736,417,45,562,539
58.41,0.9045553145336226,0.42594484167517876,0.5791666666666667,0.6122840690978887,417,44,562,540
58.43,0.9065217391304348,0.42594484167517876,0.5795691452397498,0.6129238643634037,417,43,562,541
58.46,0.9084967320261438,0.42594484167517876,0.5799721835883171,0.6135636596289188,417,42,562,542
58.47,0.9082969432314411,0.424923391215526,0.5789839944328462,0.6129238643634037,416,42,563,542
58.52,0.9080962800875274,0.42390194075587334,0.5779944289693594,0.6122840690978887,415,42,564,542
58.53,0.9078947368421053,0.42288049029622066,0.5770034843205575,0.6116442738323736,414,42,565,542
58.56,0.9076923076923077,0.4218590398365679,0.5760111576011158,0.6110044785668586,413,42,566,542
58.63,0.9074889867841409,0.42083758937691523,0.5750174459176552,0.6103646833013435,412,42,567,542
58.64,0.9094922737306843,0.42083758937691523,0.5754189944134078,0.6110044785668586,412,41,567,543
58.72,0.9090909090909091,0.4187946884576098,0.5734265734265734,0.6097248880358286,410,41,569,543
58.75,0.9111111111111111,0.4187946884576098,0.5738278516445067,0.6103646833013435,410,40,569,544
58.78,0.910913140311804,0.4177732379979571,0.5728291316526611,0.6097248880358286,409,40,570,544
58.81,0.9107142857142857,0.4167517875383044,0.5718290119131044,0.6090850927703135,408,40,571,544
58.89,0.912751677852349,0.4167517875383044,0.5722300140252454,0.6097248880358286,408,39,571,545
58.9,0.9147982062780269,0.4167517875383044,0.5726315789473684,0.6103646833013435,408,38,571,546
58.95,0.9168539325842696,0.4167517875383044,0.5730337078651686,0.6110044785668586,408,37,571,547
58.96,0.9166666666666666,0.4157303370786517,0.5720309205903021,0.6103646833013435,407,37,572,547
59.05,0.918552036199095,0.41470888661899896,0.5714285714285714,0.6103646833013435,406,36,573,548
59.09,0.9183673469387755,0.4136874361593463,0.5704225352112676,0.6097248880358286,405,36,574,548
59.15,0.9181818181818182,0.41266598569969354,0.5694150810429881,0.6090850927703135,404,36,575,548
59.16,0.9176201372997712,0.40960163432073543,0.5663841807909604,0.6071657069737684,401,36,578,548
59.28,0.9174311926605505,0.40858018386108275,0.5653710247349824,0.6065259117082533,400,36,579,548
59.31,0.9172413793103448,0.40755873340143,0.5643564356435643,0.6058861164427384,399,36,580,548
59.32,0.9193548387096774,0.40755873340143,0.564755838641189,0.6065259117082533,399,35,580,549
59.33,0.9236111111111112,0.40755873340143,0.5655563430191354,0.6078055022392834,399,33,580,551
59.34,0.9234338747099768,0.4065372829417773,0.5645390070921986,0.6071657069737684,398,33,581,551
59.35,0.9232558139534883,0.40551583248212464,0.5635202271114266,0.6065259117082533,397,33,582,551
59.37,0.9230769230769231,0.4044943820224719,0.5625,0.6058861164427384,396,33,583,551
59.39,0.9228971962616822,0.4034729315628192,0.5614783226723525,0.6052463211772233,395,33,584,551
59.46,0.9223529411764706,0.4004085801838611,0.5584045584045585,0.6033269353806782,392,33,587,551
59.5,0.9243498817966903,0.39938712972420837,0.557774607703281,0.6033269353806782,391,32,588,552
59.55,0.9265402843601895,0.39938712972420837,0.5581727337615988,0.6039667306461932,391,31,588,553
59.62,0.9263657957244655,0.3983656792645557,0.557142857142857,0.6033269353806782,390,31,589,553
59.7,0.9261904761904762,0.39734422880490294,0.5561115082201572,0.6026871401151631,389,31,590,553
59.79,0.9260143198090692,0.39632277834525026,0.5550786838340487,0.6020473448496481,388,31,591,553
59.8,0.9258373205741627,0.3953013278855976,0.5540443808160344,0.6014075495841331,387,31,592,553
59.86,0.9256594724220624,0.39427987742594484,0.5530085959885387,0.6007677543186181,386,31,593,553
60.16,0.9278846153846154,0.39427987742594484,0.5534050179211469,0.6014075495841331,386,30,593,554
60.23,0.9301204819277108,0.39427987742594484,0.5538020086083214,0.6020473448496481,386,29,593,555
60.24,0.9323671497584541,0.39427987742594484,0.5541995692749462,0.6026871401151631,386,28,593,556
60.25,0.9322033898305084,0.39325842696629215,0.5531609195402298,0.6020473448496481,385,28,594,556
60.32,0.9344660194174758,0.39325842696629215,0.5535585909417685,0.6026871401151631,385,27,594,557
60.37,0.9367396593673966,0.39325842696629215,0.5539568345323741,0.6033269353806782,385,26,594,558
60.41,0.9390243902439024,0.39325842696629215,0.5543556515478761,0.6039667306461932,385,25,594,559
60.53,0.9388753056234719,0.3922369765066394,0.5533141210374639,0.6033269353806782,384,25,595,559
60.57,0.9387254901960784,0.39121552604698673,0.5522710886806057,0.6026871401151631,383,25,596,559
60.58,0.9385749385749386,0.390194075587334,0.5512265512265512,0.6020473448496481,382,25,597,559
60.63,0.9408866995073891,0.390194075587334,0.551624548736462,0.6026871401151631,382,24,597,560
60.65,0.9407407407407408,0.3891726251276813,0.5505780346820809,0.6020473448496481,381,24,598,560
60.79,0.9405940594059405,0.3881511746680286,0.5495300072306579,0.6014075495841331,380,24,599,560
60.94,0.9427860696517413,0.3871297242083759,0.5488776249094859,0.6014075495841331,379,23,600,561
61.11,0.9451371571072319,0.3871297242083759,0.5492753623188406,0.6020473448496481,379,22,600,562
61.22,0.9475,0.3871297242083759,0.5496736765772298,0.6026871401151631,379,21,600,563
61.29,0.9473684210526315,0.3861082737487232,0.548621190130624,0.6020473448496481,378,21,601,563
61.33,0.9472361809045227,0.38508682328907046,0.5475671750181554,0.6014075495841331,377,21,602,563
61.36,0.947103274559194,0.3840653728294178,0.5465116279069767,0.6007677543186181,376,21,603,563
61.4,0.946969696969697,0.3830439223697651,0.5454545454545455,0.600127959053103,375,21,604,563
61.41,0.9468354430379747,0.38202247191011235,0.5443959243085881,0.599488163787588,374,21,605,563
61.53,0.9467005076142132,0.38100102145045966,0.5433357611070648,0.5988483685220729,373,21,606,563
61.56,0.9465648854961832,0.3799795709908069,0.5422740524781341,0.5982085732565579,372,21,607,563
61.73,0.948849104859335,0.37895812053115424,0.5416058394160583,0.5982085732565579,371,20,608,564
61.91,0.9487179487179487,0.37793667007150156,0.5405405405405406,0.5975687779910429,370,20,609,564
61.97,0.9511568123393316,0.37793667007150156,0.5409356725146199,0.5982085732565579,370,19,609,565
61.98,0.9510309278350515,0.3769152196118488,0.5398683247988295,0.5975687779910429,369,19,610,565
61.99,0.9509043927648578,0.37589376915219613,0.5387994143484627,0.5969289827255279,368,19,611,565
62.06,0.9507772020725389,0.3748723186925434,0.5377289377289377,0.5962891874600128,367,19,612,565
62.09,0.9506493506493506,0.3738508682328907,0.5366568914956013,0.5956493921944978,366,19,613,565
62.25,0.9505208333333334,0.372829417773238,0.5355832721936904,0.5950095969289827,365,19,614,565
62.28,0.9503916449086162,0.3718079673135853,0.5345080763582966,0.5943698016634676,364,19,615,565
62.32,0.9502617801047121,0.3707865168539326,0.5334313005143277,0.5937300063979527,363,19,616,565
62.48,0.952755905511811,0.3707865168539326,0.5338235294117648,0.5943698016634676,363,18,616,566
62.52,0.9526315789473684,0.36976506639427986,0.5327446651949963,0.5937300063979527,362,18,617,566
62.57,0.9525065963060686,0.3687436159346272,0.5316642120765832,0.5930902111324377,361,18,618,566
62.58,0.955026455026455,0.3687436159346272,0.5320560058953574,0.5937300063979527,361,17,618,567
62.65,0.9575596816976127,0.3687436159346272,0.532448377581121,0.5943698016634676,361,16,618,568
62.66,0.9574468085106383,0.36772216547497444,0.5313653136531366,0.5937300063979527,360,16,619,568
62.79,0.9573333333333334,0.36670071501532175,0.5302806499261448,0.5930902111324377,359,16,620,568
62.8,0.9572192513368984,0.36567926455566907,0.5291943828529194,0.5924504158669226,358,16,621,568
62.84,0.9571045576407506,0.36465781409601633,0.5281065088757396,0.5918106206014075,357,16,622,568
62.86,0.9568733153638814,0.3626149131767109,0.5259259259259258,0.5905310300703774,355,16,624,568
62.9,0.959349593495935,0.3615934627170582,0.5252225519287834,0.5905310300703774,354,15,625,569
63.02,0.9592391304347826,0.36057201225740554,0.5241276911655531,0.5898912348048625,353,15,626,569
63.05,0.9590163934426229,0.3585291113381001,0.5219330855018588,0.5886116442738324,351,15,628,569
63.1,0.9615384615384616,0.3575076608784474,0.5212211466865226,0.5886116442738324,350,14,629,570
63.14,0.9614325068870524,0.3564862104187947,0.5201192250372578,0.5879718490083173,349,14,630,570
63.15,0.9613259668508287,0.355464759959142,0.5190156599552572,0.5873320537428023,348,14,631,570
63.2,0.961218836565097,0.35444330949948927,0.517910447761194,0.5866922584772872,347,14,632,570
63.27,0.9611111111111111,0.3534218590398366,0.5168035847647497,0.5860524632117722,346,14,633,570
63.31,0.9610027855153204,0.35240040858018384,0.5156950672645739,0.5854126679462572,345,14,634,570
63.41,0.9608938547486033,0.35137895812053116,0.5145848915482423,0.5847728726807422,344,14,635,570
63.42,0.9607843137254902,0.3503575076608784,0.5134730538922155,0.5841330774152271,343,14,636,570
63.48,0.9605633802816902,0.34831460674157305,0.5112443778110944,0.582853486884197,341,14,638,570
63.54,0.963276836158192,0.34831460674157305,0.5116279069767442,0.5834932821497121,341,13,638,571
63.55,0.9659090909090909,0.3472931562819203,0.510894064613073,0.5834932821497121,340,12,639,572
63.61,0.9658119658119658,0.34627170582226763,0.5097744360902255,0.582853486884197,339,12,640,572
63.62,0.9657142857142857,0.3452502553626149,0.508653122648608,0.582213691618682,338,12,641,572
63.74,0.9656160458452722,0.3442288049029622,0.5075301204819277,0.581573896353167,337,12,642,572
63.76,0.9655172413793104,0.3432073544433095,0.506405425772419,0.580934101087652,336,12,643,572
63.82,0.9654178674351584,0.3421859039836568,0.5052790346907993,0.5802943058221369,335,12,644,572
63.84,0.9682080924855492,0.3421859039836568,0.5056603773584906,0.580934101087652,335,11,644,573
63.85,0.9681159420289855,0.3411644535240041,0.5045317220543807,0.5802943058221369,334,11,645,573
63.93,0.9709302325581395,0.3411644535240041,0.5049130763416477,0.580934101087652,334,10,645,574
63.94,0.9737609329446064,0.3411644535240041,0.5052950075642965,0.581573896353167,334,9,645,575
64.01,0.9736842105263158,0.34014300306435136,0.5041635124905375,0.580934101087652,333,9,646,575
64.03,0.9736070381231672,0.3391215526046987,0.503030303030303,0.5802943058221369,332,9,647,575
64.17,0.9735294117647059,0.338100102145046,0.5018953752843064,0.5796545105566219,331,9,648,575
64.26,0.9734513274336283,0.33707865168539325,0.5007587253414264,0.5790147152911068,330,9,649,575
64.3,0.9733727810650887,0.33605720122574056,0.4996203492786636,0.5783749200255918,329,9,650,575
64.35,0.973293768545994,0.3350357507660878,0.4984802431610942,0.5777351247600768,328,9,651,575
64.36,0.9761904761904762,0.3350357507660878,0.4988593155893536,0.5783749200255918,328,8,651,576
64.46,0.9761194029850746,0.33401430030643514,0.4977168949771689,0.5777351247600768,327,8,652,576
64.63,0.9760479041916168,0.33299284984678246,0.4965727341964966,0.5770953294945618,326,8,653,576
65.24,0.975975975975976,0.3319713993871297,0.4954268292682927,0.5764555342290467,325,8,654,576
65.3,0.9759036144578314,0.33094994892747703,0.49427917620137296,0.5758157389635317,324,8,655,576
65.35,0.9758308157099698,0.3299284984678243,0.4931297709923663,0.5751759436980166,323,8,656,576
65.36,0.9787878787878788,0.3299284984678243,0.4935064935064935,0.5758157389635317,323,7,656,577
65.48,0.9787234042553191,0.3289070480081716,0.49235474006116214,0.5751759436980166,322,7,657,577
65.49,0.9785932721712538,0.3268641470888662,0.4900459418070444,0.5738963531669866,320,7,659,577
65.75,0.9785276073619632,0.3258426966292135,0.48888888888888893,0.5732565579014716,319,7,660,577
65.84,0.9784615384615385,0.32482124616956076,0.48773006134969327,0.5726167626359565,318,7,661,577
65.91,0.9783950617283951,0.3237997957099081,0.4865694551036071,0.5719769673704415,317,7,662,577
66.14,0.978328173374613,0.32277834525025534,0.4854070660522274,0.5713371721049264,316,7,663,577
66.16,0.9782608695652174,0.32175689479060265,0.4842428900845504,0.5706973768394114,315,7,664,577
66.3,0.9813084112149533,0.32175689479060265,0.48461538461538467,0.5713371721049264,315,6,664,578
66.36,0.98125,0.32073544433094997,0.48344880677444185,0.5706973768394114,314,6,665,578
66.52,0.9811912225705329,0.31971399387129723,0.48228043143297383,0.5700575815738963,313,6,666,578
66.64,0.9811320754716981,0.31869254341164455,0.4811102544333077,0.5694177863083814,312,6,667,578
66.89,0.9810126582278481,0.3166496424923391,0.47876447876447875,0.5681381957773513,310,6,669,578
67.11,0.9809523809523809,0.31562819203268644,0.4775888717156105,0.5674984005118362,309,6,670,578
67.28,0.9808917197452229,0.3146067415730337,0.4764114462490332,0.5668586052463211,308,6,671,578
67.3,0.9840255591054313,0.3146067415730337,0.47678018575851394,0.5674984005118362,308,5,671,579
67.41,0.9839743589743589,0.313585291113381,0.4756003098373354,0.5668586052463211,307,5,672,579
67.44,0.9838709677419355,0.3115423901940756,0.4732350659425912,0.5655790147152912,305,5,674,579
67.58,0.9838187702265372,0.3105209397344229,0.4720496894409938,0.5649392194497761,304,5,675,579
67.6,0.9837662337662337,0.30949948927477017,0.47086247086247085,0.564299424184261,303,5,676,579
67.74,0.9869706840390879,0.30949948927477017,0.4712286158631415,0.5649392194497761,303,4,676,580
67.75,0.9869281045751634,0.3084780388151175,0.4700389105058367,0.564299424184261,302,4,677,580
68.0,0.9868421052631579,0.30643513789581206,0.46765393608729544,0.5630198336532309,300,4,679,580
68.12,0.9867986798679867,0.3054136874361593,0.46645865834633377,0.5623800383877159,299,4,680,580
68.22,0.9867549668874173,0.30439223697650664,0.4652615144418422,0.5617402431222009,298,4,681,580
68.49,0.9867109634551495,0.30337078651685395,0.46406250000000004,0.5611004478566859,297,4,682,580
68.61,0.9866666666666667,0.3023493360572012,0.4628616106333073,0.5604606525911708,296,4,683,580
68.64,0.9866220735785953,0.30132788559754853,0.4616588419405321,0.5598208573256558,295,4,684,580
68.68,0.9865319865319865,0.2992849846782431,0.4592476489028213,0.5585412667946257,293,4,686,580
68.71,0.9864864864864865,0.2982635342185904,0.4580392156862745,0.5579014715291107,292,4,687,580
69.0,0.9864406779661017,0.2972420837589377,0.456828885400314,0.5572616762635957,291,4,688,580
69.09,0.9863945578231292,0.296220633299285,0.45561665357423414,0.5566218809980806,290,4,689,580
69.21,0.9863481228668942,0.29519918283963226,0.45440251572327034,0.5559820857325656,289,4,690,580
69.4,0.9863013698630136,0.2941777323799796,0.45318646734854445,0.5553422904670505,288,4,691,580
69.43,0.9862542955326461,0.2931562819203269,0.45196850393700794,0.5547024952015355,287,4,692,580
69.45,0.9896551724137931,0.2931562819203269,0.4523246650906225,0.5553422904670505,287,3,692,581
69.66,0.9896193771626297,0.29213483146067415,0.45110410094637227,0.5547024952015355,286,3,693,581
69.71,0.9895833333333334,0.29111338100102147,0.44988161010260463,0.5540626999360204,285,3,694,581
