threshold_C,precision,recall,f1,accuracy,tp,fp,fn,tn
49.46,0.6963490650044524,0.7987742594484167,0.7440532825880115,0.6557901471529111,782,341,197,243
49.48,0.696969696969697,0.7987742594484167,0.7444074250356973,0.6564299424184261,782,340,197,244
49.49,0.6975914362176628,0.7987742594484167,0.7447619047619048,0.6570697376839412,782,339,197,245
49.52,0.6988382484361036,0.7987742594484167,0.7454718779790276,0.6583493282149712,782,337,197,247
49.53,0.6986547085201794,0.7957099080694586,0.7440305635148042,0.6570697376839412,779,336,200,248
49.54,0.699281867145422,0.7957099080694586,0.7443860487338749,0.6577095329494562,779,335,200,249
49.55,0.6999101527403414,0.7957099080694586,0.7447418738049714,0.6583493282149712,779,334,200,250
49.56,0.7011701170117012,0.7957099080694586,0.7454545454545455,0.6596289187460013,779,332,200,252
49.59,0.7018018018018019,0.7957099080694586,0.7458113930110101,0.6602687140115163,779,331,200,253
49.6,0.7024346257889991,0.7957099080694586,0.7461685823754789,0.6609085092770314,779,330,200,254
49.61,0.7030685920577617,0.7957099080694586,0.7465261140392908,0.6615483045425464,779,329,200,255
49.62,0.7034358047016275,0.7946884576098059,0.7462829736211032,0.6615483045425464,778,328,201,256
49.64,0.7040723981900453,0.7946884576098059,0.7466410748560461,0.6621880998080614,778,327,201,257
49.65,0.7053490480507706,0.7946884576098059,0.7473583093179635,0.6634676903390915,778,325,201,259
49.66,0.7057220708446866,0.7936670071501533,0.7471153846153846,0.6634676903390915,777,324,202,260
49.67,0.7063636363636364,0.7936670071501533,0.7474747474747476,0.6641074856046065,777,323,202,261
49.68,0.7067395264116576,0.7926455566905005,0.7472315840154068,0.6641074856046065,776,322,203,262
49.7,0.7062043795620438,0.7906026557711952,0.7460240963855421,0.6628278950735764,774,322,205,262
49.71,0.706581352833638,0.7895812053115424,0.7457790641582249,0.6628278950735764,773,321,206,263
49.73,0.707227813357731,0.7895812053115424,0.7461389961389961,0.6634676903390915,773,320,206,264
49.74,0.7086397058823529,0.7875383043922369,0.7460087082728593,0.6641074856046065,771,317,208,267
49.75,0.7078341013824885,0.7844739530132788,0.7441860465116278,0.6621880998080614,768,317,211,267
49.76,0.7075645756457565,0.7834525025536262,0.7435773145904023,0.6615483045425464,767,317,212,267
49.78,0.7082179132040628,0.7834525025536262,0.7439379243452958,0.6621880998080614,767,316,212,268
49.79,0.7079482439926063,0.7824310520939735,0.7433284813197477,0.6615483045425464,766,316,213,268
49.8,0.7088372093023256,0.7783452502553626,0.7419668938656282,0.6609085092770314,762,313,217,271
49.81,0.7085661080074488,0.7773237997957099,0.7413541159279103,0.6602687140115163,761,313,218,271
49.83,0.7080223880597015,0.7752808988764045,0.7401267674305217,0.6589891234804862,759,313,220,271
49.85,0.7086834733893558,0.7752808988764045,0.7404878048780488,0.6596289187460013,759,312,220,272
49.86,0.708411214953271,0.7742594484167518,0.7398731088335774,0.6589891234804862,758,312,221,272
49.87,0.7090739008419084,0.7742594484167518,0.7402343749999999,0.6596289187460013,758,311,221,273
49.88,0.7088014981273408,0.7732379979570991,0.73961895456766,0.6589891234804862,757,311,222,273
49.89,0.7101313320825516,0.7732379979570991,0.7403422982885085,0.6602687140115163,757,309,222,275
49.9,0.7107981220657277,0.7732379979570991,0.7407045009784735,0.6609085092770314,757,308,222,276
49.91,0.7102539981185324,0.7711950970377937,0.7394711067580803,0.6596289187460013,755,308,224,276
49.92,0.7109227871939736,0.7711950970377937,0.7398334149926505,0.6602687140115163,755,307,224,277
49.93,0.7115928369462771,0.7711950970377937,0.7401960784313726,0.6609085092770314,755,306,224,278
49.95,0.7122641509433962,0.7711950970377937,0.7405590975968612,0.6615483045425464,755,305,224,279
49.96,0.7119924457034938,0.7701736465781409,0.7399411187438666,0.6609085092770314,754,305,225,279
49.97,0.7114474929044465,0.7681307456588355,0.7387033398821218,0.6596289187460013,752,305,227,279
49.98,0.7127962085308057,0.7681307456588355,0.7394296951819076,0.6609085092770314,752,303,227,281
49.99,0.7125237191650854,0.7671092951991828,0.7388096409247418,0.6602687140115163,751,303,228,281
50.0,0.7132003798670465,0.7671092951991828,0.7391732283464568,0.6609085092770314,751,302,228,282
50.02,0.7136060894386299,0.7660878447395302,0.7389162561576356,0.6609085092770314,750,301,229,283
50.03,0.7134670487106017,0.763023493360572,0.7374136229022704,0.6596289187460013,747,300,232,284
50.04,0.7131931166347992,0.7620020429009193,0.7367901234567901,0.6589891234804862,746,300,233,284
50.05,0.7129186602870813,0.7609805924412666,0.7361660079051383,0.6583493282149712,745,300,234,284
50.06,0.7136015325670498,0.7609805924412666,0.7365299060800791,0.6589891234804862,745,299,234,285
50.07,0.7140115163147792,0.7599591419816139,0.7362691736763979,0.6589891234804862,744,298,235,286
50.08,0.7144230769230769,0.7589376915219612,0.7360079247152056,0.6589891234804862,743,297,236,287
50.09,0.7157996146435452,0.7589376915219612,0.7367377293009421,0.6602687140115163,743,295,236,289
50.11,0.7152509652509652,0.7568947906026557,0.7354838709677419,0.6589891234804862,741,295,238,289
50.13,0.714975845410628,0.7558733401430031,0.7348560079443893,0.6583493282149712,740,295,239,289
50.15,0.7156673114119922,0.7558733401430031,0.7352210630899156,0.6589891234804862,740,294,239,290
50.16,0.7160852713178295,0.7548518896833504,0.7349577324714074,0.6589891234804862,739,293,240,291
50.17,0.7167798254122212,0.7548518896833504,0.7353233830845771,0.6596289187460013,739,292,240,292
50.18,0.7185978578383642,0.7538304392236976,0.7357926221335992,0.6609085092770314,738,289,241,295
50.2,0.72,0.7538304392236976,0.7365269461077845,0.6621880998080614,738,287,241,297
50.21,0.720703125,0.7538304392236976,0.7368946580129805,0.6628278950735764,738,286,241,298
50.22,0.7214076246334311,0.7538304392236976,0.7372627372627373,0.6634676903390915,738,285,241,299
50.23,0.7215686274509804,0.7517875383043923,0.7363681840920461,0.6628278950735764,736,284,243,300
50.24,0.7214566929133859,0.7487231869254342,0.7348370927318296,0.6615483045425464,733,283,246,301
50.25,0.7209072978303748,0.7466802860061287,0.733567486201706,0.6602687140115163,731,283,248,301
50.26,0.7206317867719645,0.745658835546476,0.7329317269076305,0.6596289187460013,730,283,249,301
50.27,0.7213438735177866,0.745658835546476,0.7332998493219488,0.6602687140115163,730,282,249,302
50.28,0.7207920792079208,0.7436159346271706,0.7320261437908496,0.6589891234804862,728,282,251,302
50.3,0.7209533267130089,0.7415730337078652,0.7311178247734139,0.6583493282149712,726,281,253,303
50.34,0.7211155378486056,0.7395301327885597,0.7302067574382248,0.6577095329494562,724,280,255,304
50.35,0.7208374875373879,0.7385086823289071,0.7295660948536832,0.6570697376839412,723,280,256,304
50.37,0.7202797202797203,0.7364657814096016,0.7282828282828283,0.6557901471529111,721,280,258,304
50.39,0.7197197197197197,0.7344228804902962,0.7269969666329626,0.654510556621881,719,280,260,304
50.4,0.720160481444333,0.7334014300306435,0.7267206477732794,0.654510556621881,718,279,261,305
50.44,0.7198795180722891,0.7323799795709908,0.7260759493670886,0.653870761356366,717,279,262,305
50.49,0.7210473313192346,0.7313585291113381,0.7261663286004056,0.654510556621881,716,277,263,307
50.5,0.7204843592330978,0.7293156281920327,0.7248730964467004,0.653230966090851,714,277,265,307
50.53,0.7202020202020202,0.72829417773238,0.7242254951752158,0.6525911708253359,713,277,266,307
50.56,0.7193515704154002,0.7252298263534218,0.7222787385554426,0.6506717850287908,710,277,269,307
50.58,0.7197969543147208,0.7242083758937692,0.7219959266802444,0.6506717850287908,709,276,270,308
50.6,0.7192268565615463,0.7221654749744637,0.7206931702344546,0.6493921944977608,707,276,272,308
50.62,0.7196738022426096,0.7211440245148111,0.720408163265306,0.6493921944977608,706,275,273,309
50.64,0.7204081632653061,0.7211440245148111,0.7207759060745278,0.6500319897632757,706,274,273,310
50.66,0.721881390593047,0.7211440245148111,0.7215125191619826,0.6513115802943058,706,272,273,312
50.67,0.7226202661207779,0.7211440245148111,0.721881390593047,0.6519513755598209,706,271,273,313
50.68,0.7233606557377049,0.7211440245148111,0.7222506393861893,0.6525911708253359,706,270,273,314
50.69,0.7248459958932238,0.7211440245148111,0.7229902713773682,0.653870761356366,706,268,273,316
50.71,0.7255909558067831,0.7211440245148111,0.7233606557377049,0.654510556621881,706,267,273,317
50.72,0.7260556127703398,0.7201225740551583,0.7230769230769231,0.654510556621881,705,266,274,318
50.73,0.7257731958762886,0.7191011235955056,0.7224217547460235,0.653870761356366,704,266,275,318
50.75,0.7265221878224974,0.7191011235955056,0.7227926078028748,0.654510556621881,704,265,275,319
50.76,0.7262396694214877,0.7180796731358529,0.7221366204417052,0.653870761356366,703,265,276,319
50.78,0.7259565667011375,0.7170582226762002,0.7214799588900308,0.653230966090851,702,265,277,319
50.79,0.7264248704663212,0.7160367722165475,0.7211934156378601,0.653230966090851,701,264,278,320
50.81,0.7266112266112266,0.7139938712972421,0.7202472952086554,0.6525911708253359,699,263,280,321
50.82,0.7270833333333333,0.7129724208375894,0.7199587416193913,0.6525911708253359,698,262,281,322
50.83,0.7275574112734864,0.7119509703779366,0.7196695921528137,0.6525911708253359,697,261,282,323
50.84,0.7280334728033473,0.710929519918284,0.7193798449612404,0.6525911708253359,696,260,283,324
50.85,0.7295597484276729,0.710929519918284,0.7201241593378168,0.653870761356366,696,258,283,326
50.86,0.7308096740273397,0.7099080694586313,0.7202072538860104,0.654510556621881,695,256,284,328
50.87,0.7323498419388831,0.7099080694586313,0.720954356846473,0.6557901471529111,695,254,284,330
50.88,0.7320675105485233,0.7088866189989785,0.7202906071613908,0.655150351887396,694,254,285,330
50.89,0.7317845828933475,0.7078651685393258,0.719626168224299,0.654510556621881,693,254,286,330
50.92,0.7315010570824524,0.7068437180796732,0.7189610389610391,0.6538707613563659,692,254,287,330
50.94,0.7312169312169312,0.7058222676200204,0.7182952182952183,0.653230966090851,691,254,288,330
50.98,0.7314225053078556,0.7037793667007151,0.7173347214992191,0.6525911708253358,689,253,290,331
50.99,0.7321997874601488,0.7037793667007151,0.7177083333333334,0.653230966090851,689,252,290,332
51.0,0.7319148936170212,0.7027579162410623,0.717040125065138,0.6525911708253359,688,252,291,332
51.02,0.7326943556975506,0.7027579162410623,0.7174139728884255,0.653230966090851,688,251,291,333
51.03,0.732620320855615,0.6996935648621042,0.7157784743991641,0.6519513755598209,685,250,294,334
51.05,0.7320471596998929,0.6976506639427987,0.7144351464435146,0.6506717850287909,683,250,296,334
51.06,0.7325456498388829,0.6966292134831461,0.7141361256544503,0.6506717850287908,682,249,297,335
51.07,0.734341252699784,0.6945863125638406,0.7139107611548555,0.6513115802943058,680,246,299,338
51.08,0.7348484848484849,0.693564862104188,0.7136100893326327,0.6513115802943058,679,245,300,339
51.1,0.7336956521739131,0.6894790602655771,0.7109004739336494,0.6487523992322457,675,245,304,339
51.11,0.73449401523395,0.6894790602655771,0.7112750263435194,0.6493921944977608,675,244,304,340
51.12,0.7339149400218102,0.6874361593462717,0.709915611814346,0.6481126039667306,673,244,306,340
51.13,0.7338444687842278,0.6843718079673136,0.7082452431289641,0.6468330134357005,670,243,309,341
51.14,0.7370737073707371,0.6843718079673136,0.7097457627118644,0.6493921944977608,670,239,309,345
51.15,0.7386990077177509,0.6843718079673136,0.7104984093319194,0.6506717850287908,670,237,309,347
51.16,0.7403314917127072,0.6843718079673136,0.7112526539278131,0.6519513755598209,670,235,309,349
51.17,0.7416851441241685,0.6833503575076609,0.7113237639553429,0.6525911708253359,669,233,310,351
51.18,0.7433333333333333,0.6833503575076609,0.7120808940926024,0.653870761356366,669,231,310,353
51.2,0.743047830923248,0.6823289070480082,0.7113951011714591,0.6532309660908509,668,231,311,353
51.21,0.7444196428571429,0.6813074565883555,0.7114666666666667,0.653870761356366,667,229,312,355
51.22,0.743847874720358,0.6792645556690501,0.7100907634810465,0.6525911708253359,665,229,314,355
51.23,0.7435610302351624,0.6782431052093973,0.7094017094017093,0.6519513755598209,664,229,315,355
51.24,0.7432735426008968,0.6772216547497446,0.7087119187600213,0.6513115802943058,663,229,316,355
51.27,0.7438202247191011,0.676200204290092,0.7084002140181915,0.6513115802943058,662,228,317,356
51.28,0.7435320584926884,0.6751787538304392,0.7077087794432548,0.6506717850287908,661,228,318,356
51.29,0.7440811724915445,0.6741573033707865,0.7073954983922829,0.6506717850287908,660,227,319,357
51.3,0.7437923250564334,0.6731358529111338,0.7067024128686327,0.6500319897632757,659,227,320,357
51.31,0.7440543601359003,0.6710929519918284,0.7056928034371643,0.6493921944977608,657,226,322,358
51.34,0.7457434733257662,0.6710929519918284,0.7064516129032258,0.6506717850287908,657,224,322,360
51.35,0.7463026166097838,0.6700715015321757,0.7061356297093647,0.6506717850287908,656,223,323,361
51.36,0.7460136674259681,0.669050051072523,0.7054388799138396,0.6500319897632757,655,223,324,361
51.38,0.7468643101482326,0.669050051072523,0.7058189655172414,0.6506717850287908,655,222,324,362
51.39,0.7465753424657534,0.6680286006128703,0.7051212938005391,0.6500319897632757,654,222,325,362
51.4,0.7474285714285714,0.6680286006128703,0.7055016181229773,0.6506717850287908,654,221,325,363
51.41,0.7468499427262314,0.6659856996935649,0.7041036717062635,0.6493921944977608,652,221,327,363
51.43,0.746268656716418,0.6639427987742594,0.7027027027027027,0.6481126039667306,650,221,329,363
51.44,0.7476958525345622,0.6629213483146067,0.7027612344342176,0.6487523992322457,649,219,330,365
51.45,0.7474048442906575,0.6618998978549541,0.7020585048754063,0.6481126039667306,648,219,331,365
51.46,0.7482678983833718,0.6618998978549541,0.702439024390244,0.6487523992322457,648,218,331,366
51.47,0.7491329479768786,0.6618998978549541,0.702819956616052,0.6493921944977608,648,217,331,367
51.48,0.7488425925925926,0.6608784473953013,0.7021161150298426,0.6487523992322457,647,217,332,367
51.49,0.7485515643105446,0.6598569969356486,0.7014115092290988,0.6481126039667306,646,217,333,367
51.52,0.7494199535962877,0.6598569969356486,0.7017925040738728,0.6487523992322457,646,216,333,368
51.53,0.7491289198606271,0.658835546475996,0.7010869565217391,0.6481126039667306,645,216,334,368
51.54,0.7488372093023256,0.6578140960163432,0.7003806416530723,0.6474728087012156,644,216,335,368
51.56,0.751458576429405,0.6578140960163432,0.701525054466231,0.6493921944977608,644,213,335,371
51.58,0.7511682242990654,0.6567926455566905,0.700817438692098,0.6487523992322457,643,213,336,371
51.59,0.7508771929824561,0.6557711950970377,0.7001090512540894,0.6481126039667306,642,213,337,371
51.6,0.7505854800936768,0.6547497446373851,0.6993998908892526,0.6474728087012156,641,213,338,371
51.61,0.7502930832356389,0.6537282941777324,0.6986899563318777,0.6468330134357005,640,213,339,371
51.63,0.7505882352941177,0.651685393258427,0.697648988518316,0.6461932181701855,638,212,341,372
51.64,0.7502944640753828,0.6506639427987743,0.6969365426695842,0.6455534229046705,637,212,342,372
51.65,0.75,0.6496424923391215,0.6962233169129721,0.6449136276391555,636,212,343,372
51.66,0.7514792899408284,0.6486210418794689,0.6962719298245615,0.6455534229046705,635,210,344,374
51.67,0.7511848341232228,0.6475995914198162,0.6955567745474492,0.6449136276391555,634,210,345,374
51.68,0.7517814726840855,0.6465781409601634,0.6952224052718287,0.6449136276391555,633,209,346,375
51.69,0.7526753864447087,0.6465781409601634,0.6956043956043956,0.6455534229046705,633,208,346,376
51.7,0.7553699284009546,0.6465781409601634,0.6967528893780957,0.6474728087012156,633,205,346,379
51.71,0.7550776583034647,0.6455566905005107,0.6960352422907489,0.6468330134357005,632,205,347,379
51.72,0.7553956834532374,0.6435137895812053,0.6949806949806949,0.6461932181701855,630,204,349,380
51.75,0.7563025210084033,0.6435137895812053,0.695364238410596,0.6468330134357005,630,203,349,381
51.76,0.7560096153846154,0.6424923391215526,0.6946438431805633,0.6461932181701855,629,203,350,381
51.78,0.7572463768115942,0.6404494382022472,0.6939679026009962,0.6461932181701855,627,201,352,383
51.79,0.7581620314389359,0.6404494382022472,0.6943521594684385,0.6468330134357005,627,200,352,384
51.8,0.7590799031476998,0.6404494382022472,0.6947368421052631,0.6474728087012156,627,199,352,385
51.83,0.7587878787878788,0.6394279877425945,0.6940133037694014,0.6468330134357005,626,199,353,385
51.88,0.7597087378640777,0.6394279877425945,0.6943982251802552,0.6474728087012156,626,198,353,386
51.89,0.7600487210718636,0.6373850868232891,0.6933333333333334,0.6468330134357005,624,197,355,387
51.9,0.7606837606837606,0.6363636363636364,0.6929922135706341,0.6468330134357005,623,196,356,388
51.91,0.7603911980440098,0.6353421859039836,0.6922648859209795,0.6461932181701855,622,196,357,388
51.93,0.7600979192166463,0.634320735444331,0.6915367483296213,0.6455534229046705,621,196,358,388
51.94,0.7610294117647058,0.634320735444331,0.6919220055710306,0.6461932181701855,621,195,358,389
51.95,0.7626076260762608,0.6332992849846782,0.6919642857142857,0.6468330134357005,620,193,359,391
51.96,0.7635467980295566,0.6332992849846782,0.6923506420993858,0.6474728087012156,620,192,359,392
51.97,0.7644882860665845,0.6332992849846782,0.6927374301675977,0.6481126039667306,620,191,359,393
51.98,0.765142150803461,0.6322778345250255,0.692393736017897,0.6481126039667306,619,190,360,394
51.99,0.7657992565055762,0.6312563840653729,0.6920492721164614,0.6481126039667306,618,189,361,395
52.0,0.7661691542288557,0.6292134831460674,0.6909702748177229,0.6474728087012156,616,188,363,396
52.01,0.7680798004987531,0.6292134831460674,0.6917462099943853,0.6487523992322457,616,186,363,398
52.04,0.7672090112640801,0.6261491317671093,0.6895388076490439,0.6468330134357005,613,186,366,398
52.06,0.767879548306148,0.6251276813074566,0.6891891891891893,0.6468330134357005,612,185,367,399
52.07,0.7707808564231738,0.6251276813074566,0.6903553299492385,0.6487523992322457,612,182,367,402
52.12,0.7704918032786885,0.6241062308478039,0.6896162528216704,0.6481126039667306,611,182,368,402
52.21,0.7714646464646465,0.6241062308478039,0.6900056465273857,0.6487523992322457,611,181,368,403
52.23,0.7721518987341772,0.6230847803881512,0.6896551724137931,0.6487523992322457,610,180,369,404
52.24,0.7741116751269036,0.6230847803881512,0.690435766836446,0.6500319897632757,610,178,369,406
52.26,0.7735368956743003,0.6210418794688458,0.6889518413597734,0.6487523992322457,608,178,371,406
52.27,0.7732484076433122,0.6200204290091931,0.6882086167800454,0.6481126039667306,607,178,372,406
52.29,0.7729591836734694,0.6189989785495403,0.6874645490640953,0.6474728087012156,606,178,373,406
52.3,0.7726692209450831,0.6179775280898876,0.6867196367763904,0.6468330134357005,605,178,374,406
52.32,0.7723785166240409,0.616956077630235,0.6859738784781374,0.6461932181701855,604,178,375,406
52.33,0.7720870678617158,0.6159346271705822,0.6852272727272727,0.6455534229046705,603,178,376,406
52.34,0.7740693196405648,0.6159346271705822,0.6860068259385667,0.6468330134357005,603,176,376,408
52.35,0.7737789203084833,0.6149131767109295,0.6852589641434262,0.6461932181701855,602,176,377,408
52.36,0.7734877734877735,0.6138917262512769,0.6845102505694761,0.6455534229046705,601,176,378,408
52.37,0.7729032258064517,0.6118488253319714,0.6830102622576967,0.6442738323736404,599,176,380,408
52.38,0.772609819121447,0.6108273748723186,0.6822589845978322,0.6436340371081254,598,176,381,408
52.44,0.7723156532988357,0.609805924412666,0.6815068493150684,0.6429942418426103,597,176,382,408
52.46,0.7733160621761658,0.609805924412666,0.6818960593946317,0.6436340371081254,597,175,382,409
52.47,0.7727272727272727,0.6077630234933605,0.6803887935963407,0.6423544465770953,595,175,384,409
52.48,0.7734375,0.6067415730337079,0.680022896393818,0.6423544465770953,594,174,385,410
52.49,0.7731421121251629,0.6057201225740552,0.6792668957617412,0.6417146513115803,593,174,386,410
52.5,0.7741514360313316,0.6057201225740552,0.6796561604584527,0.6423544465770953,593,173,386,411
52.51,0.7751633986928105,0.6057201225740552,0.6800458715596331,0.6429942418426103,593,172,386,412
52.53,0.7761780104712042,0.6057201225740552,0.6804360298336202,0.6436340371081254,593,171,386,413
52.57,0.7758846657929227,0.6046986721144024,0.6796785304247991,0.6429942418426103,592,171,387,413
52.58,0.7763157894736842,0.6026557711950971,0.6785508913168489,0.6423544465770953,590,170,389,414
52.59,0.7773386034255599,0.6026557711950971,0.6789413118527042,0.6429942418426103,590,169,389,415
52.6,0.7793923381770145,0.6026557711950971,0.6797235023041475,0.6442738323736404,590,167,389,417
52.61,0.7804232804232805,0.6026557711950971,0.6801152737752162,0.6449136276391555,590,166,389,418
52.63,0.7798408488063661,0.6006128702757916,0.6785920369301789,0.6436340371081254,588,166,391,418
52.64,0.7808764940239044,0.6006128702757916,0.6789838337182448,0.6442738323736404,588,165,391,419
52.67,0.7805851063829787,0.599591419816139,0.6782206816868862,0.6436340371081254,587,165,392,419
52.68,0.7816245006657789,0.599591419816139,0.6786127167630058,0.6442738323736404,587,164,392,420
52.75,0.7813333333333333,0.5985699693564862,0.6778484673221515,0.6436340371081254,586,164,393,420
52.77,0.7820855614973262,0.5975485188968335,0.677475390851187,0.6436340371081254,585,163,394,421
52.78,0.7831325301204819,0.5975485188968335,0.6778679026651216,0.6442738323736404,585,162,394,422
52.81,0.7836021505376344,0.5955056179775281,0.6767266395821242,0.6436340371081254,583,161,396,423
52.83,0.784656796769852,0.5955056179775281,0.6771196283391405,0.6442738323736404,583,160,396,424
52.84,0.784366576819407,0.5944841675178754,0.6763509587449158,0.6436340371081254,582,160,397,424
52.87,0.7854251012145749,0.5944841675178754,0.6767441860465117,0.6442738323736404,582,159,397,425
52.89,0.7851351351351351,0.5934627170582226,0.6759744037230947,0.6436340371081254,581,159,398,425
52.91,0.7848443843031123,0.59244126659857,0.6752037252619325,0.6429942418426103,580,159,399,425
52.93,0.7866847826086957,0.5914198161389173,0.6752186588921284,0.6436340371081254,579,157,400,427
52.95,0.7863945578231293,0.5903983656792645,0.6744457409568262,0.6429942418426103,578,157,401,427
52.99,0.7861035422343324,0.5893769152196119,0.673671920607122,0.6423544465770953,577,157,402,427
53.0,0.7871759890859482,0.5893769152196119,0.6740654205607478,0.6429942418426103,577,156,402,428
53.02,0.7882513661202186,0.5893769152196119,0.6744593804792519,0.6436340371081254,577,155,402,429
53.05,0.7876712328767124,0.5873340143003064,0.6729081334113518,0.6423544465770953,575,155,404,429
53.06,0.7873799725651578,0.5863125638406538,0.6721311475409837,0.6417146513115803,574,155,405,429
53.1,0.7884615384615384,0.5863125638406538,0.6725248974809608,0.6423544465770953,574,154,405,430
53.12,0.7889655172413793,0.5842696629213483,0.6713615023474179,0.6417146513115803,572,153,407,431
53.14,0.7911479944674965,0.5842696629213483,0.6721504112808461,0.6429942418426103,572,151,407,433
53.16,0.7908587257617729,0.5832482124616956,0.6713697824808935,0.6423544465770953,571,151,408,433
53.21,0.7930555555555555,0.5832482124616956,0.6721600941730428,0.6436340371081254,571,149,408,435
53.23,0.793584379358438,0.5812053115423902,0.6709905660377359,0.6429942418426103,569,148,410,436
53.25,0.7944055944055944,0.5801838610827375,0.6706021251475798,0.6429942418426103,568,147,411,437
53.26,0.7955182072829131,0.5801838610827375,0.6709982279976373,0.6436340371081254,568,146,411,438
53.28,0.7966339410939691,0.5801838610827375,0.6713947990543735,0.6442738323736404,568,145,411,439
53.29,0.7974683544303798,0.5791624106230848,0.6710059171597633,0.6442738323736404,567,144,412,440
53.3,0.7966101694915254,0.5760980592441267,0.6686425607587434,0.6423544465770953,564,144,415,440
53.34,0.7988668555240793,0.5760980592441267,0.6694362017804155,0.6436340371081254,564,142,415,442
53.35,0.8,0.5760980592441267,0.669833729216152,0.6442738323736404,564,141,415,443
53.36,0.8011363636363636,0.5760980592441267,0.6702317290552585,0.6449136276391555,564,140,415,444
53.38,0.8008534850640113,0.575076608784474,0.6694411414982164,0.6442738323736404,563,140,416,444
53.39,0.801994301994302,0.575076608784474,0.6698393813206425,0.6449136276391555,563,139,416,445
53.4,0.8028571428571428,0.5740551583248212,0.6694460988683739,0.6449136276391555,562,138,417,446
53.42,0.8037249283667621,0.5730337078651685,0.6690518783542039,0.6449136276391555,561,137,418,447
53.46,0.8034433285509326,0.5720122574055159,0.6682577565632459,0.6442738323736404,560,137,419,447
53.47,0.8031609195402298,0.5709908069458631,0.6674626865671641,0.6436340371081254,559,137,420,447
53.48,0.8028776978417266,0.5699693564862104,0.6666666666666666,0.6429942418426103,558,137,421,447
53.5,0.8025936599423631,0.5689479060265578,0.6658696951583982,0.6423544465770953,557,137,422,447
53.53,0.8037518037518038,0.5689479060265578,0.6662679425837321,0.6429942418426103,557,136,422,448
53.54,0.8034682080924855,0.567926455566905,0.6654697785757031,0.6423544465770953,556,136,423,448
53.55,0.8031837916063675,0.5669050051072523,0.6646706586826346,0.6417146513115803,555,136,424,448
53.56,0.8043478260869565,0.5669050051072523,0.665068903535051,0.6423544465770953,555,135,424,449
53.6,0.8040638606676342,0.5658835546475995,0.6642685851318945,0.6417146513115803,554,135,425,449
53.61,0.8052325581395349,0.5658835546475995,0.6646670665866825,0.6423544465770953,554,134,425,450
53.62,0.8049490538573508,0.5648621041879469,0.6638655462184875,0.6417146513115803,553,134,426,450
53.63,0.8046647230320699,0.5638406537282942,0.6630630630630631,0.6410748560460653,552,134,427,450
53.65,0.8055555555555556,0.5628192032686414,0.6626578472639807,0.6410748560460653,551,133,428,451
53.67,0.8067349926793558,0.5628192032686414,0.6630565583634175,0.6417146513115803,551,132,428,452
53.68,0.8079178885630498,0.5628192032686414,0.6634557495484648,0.6423544465770953,551,131,428,453
53.7,0.8088235294117647,0.5617977528089888,0.6630500301386377,0.6423544465770953,550,130,429,454
53.72,0.8100147275405007,0.5617977528089888,0.6634499396863691,0.6429942418426103,550,129,429,455
53.73,0.8112094395280236,0.5617977528089888,0.6638503319251661,0.6436340371081254,550,128,429,456
53.74,0.8124076809453471,0.5617977528089888,0.6642512077294687,0.6442738323736404,550,127,429,457
53.75,0.8118518518518518,0.5597548518896833,0.6626360338573156,0.6429942418426103,548,127,431,457
53.78,0.812778603268945,0.5587334014300307,0.662227602905569,0.6429942418426103,547,126,432,458
53.82,0.8125,0.557711950970378,0.6614173228346457,0.6423544465770953,546,126,433,458
53.84,0.8137108792846498,0.557711950970378,0.6618181818181819,0.6429942418426103,546,125,433,459
53.86,0.8149253731343283,0.557711950970378,0.6622195269860521,0.6436340371081254,546,124,433,460
53.92,0.8146487294469357,0.5566905005107252,0.6614077669902912,0.6429942418426103,545,124,434,460
53.95,0.8158682634730539,0.5566905005107252,0.6618093503339405,0.6436340371081254,545,123,434,461
53.97,0.8150375939849624,0.5536261491317671,0.6593673965936739,0.6417146513115803,542,123,437,461
53.98,0.8159879336349924,0.5526046986721144,0.6589524969549331,0.6417146513115803,541,122,438,462
53.99,0.8157099697885196,0.5515832482124617,0.6581352833638026,0.6410748560460653,540,122,439,462
54.01,0.8169440242057489,0.5515832482124617,0.6585365853658538,0.6417146513115803,540,121,439,463
54.02,0.8181818181818182,0.5515832482124617,0.6589383770591825,0.6423544465770953,540,120,439,464
54.03,0.8179059180576631,0.550561797752809,0.6581196581196581,0.6417146513115803,539,120,440,464
54.08,0.817629179331307,0.5495403472931563,0.657299938912645,0.6410748560460653,538,120,441,464
54.12,0.8188736681887366,0.5495403472931563,0.6577017114914425,0.6417146513115803,538,119,441,465
54.14,0.8213740458015267,0.5495403472931563,0.6585067319461444,0.6429942418426103,538,117,441,467
54.18,0.8238897396630934,0.5495403472931563,0.6593137254901961,0.6442738323736404,538,115,441,469
54.24,0.8251533742331288,0.5495403472931563,0.6597179644389944,0.6449136276391555,538,114,441,470
54.25,0.8261538461538461,0.5485188968335035,0.6593001841620626,0.6449136276391555,537,113,442,471
54.29,0.827426810477658,0.5485188968335035,0.6597051597051597,0.6455534229046705,537,112,442,472
54.3,0.8268933539412674,0.5464759959141982,0.6580565805658056,0.6442738323736404,535,112,444,472
54.34,0.826625386996904,0.5454545454545454,0.6572307692307692,0.6436340371081254,534,112,445,472
54.45,0.8263565891472868,0.5444330949948928,0.6564039408866995,0.6429942418426103,533,112,446,472
