threshold_ddg_kcal_mol,precision,recall,f1,accuracy,tp,fp,fn,tn
0.7265263606145457,0.34169278996865204,0.6488095238095238,0.4476386036960986,0.5979073243647235,109,210,59,291
0.7246856051997259,0.33962264150943394,0.6428571428571429,0.4444444444444444,0.5964125560538115,108,210,60,291
0.7206280528637864,0.33753943217665616,0.6369047619047619,0.44123711340206184,0.5949177877428998,107,210,61,291
0.7198946181914283,0.33860759493670883,0.6369047619047619,0.4421487603305784,0.5964125560538116,107,209,61,292
0.7141444452879947,0.3396825396825397,0.6369047619047619,0.44306418219461696,0.5979073243647235,107,208,61,293
0.7077329833450922,0.34076433121019106,0.6369047619047619,0.4439834024896265,0.5994020926756353,107,207,61,294
0.7058325292495531,0.34185303514376997,0.6369047619047619,0.4449064449064449,0.600896860986547,107,206,61,295
0.7052211243590604,0.34294871794871795,0.6369047619047619,0.44583333333333336,0.6023916292974589,107,205,61,296
0.7048009997923167,0.3408360128617363,0.6309523809523809,0.44258872651356995,0.600896860986547,106,205,62,296
0.7023947630323223,0.3419354838709677,0.6309523809523809,0.4435146443514644,0.6023916292974589,106,204,62,297
0.6989072304926859,0.343042071197411,0.6309523809523809,0.4444444444444445,0.6038863976083707,106,203,62,298
0.6931949239594214,0.34415584415584416,0.6309523809523809,0.44537815126050423,0.6053811659192825,106,202,62,299
0.6914182728048649,0.34527687296416937,0.6309523809523809,0.4463157894736842,0.6068759342301944,106,201,62,300
0.6906844736477863,0.3464052287581699,0.6309523809523809,0.4472573839662447,0.6083707025411061,106,200,62,301
